"","ID","gene_name","gene_desc","best_db","sporprot"
"921","COG1020","entF","EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase","COG","sporulation_prot"
"931","COG1509","epmB","L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)","COG","sporulation_prot"
"941","COG1376","erfK","Lipoprotein-anchoring transpeptidase ErfK/SrfK","COG","sporulation_prot"
"951","COG1562","eRG9","Phytoene/squalene synthetase","COG","sporulation_prot"
"961","COG1028","fabG","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family","COG","sporulation_prot"
"971","COG0332","fabH","3-oxoacyl-[acyl-carrier-protein] synthase III","COG","sporulation_prot"
"981","COG1250","fadB","3-hydroxyacyl-CoA dehydrogenase","COG","sporulation_prot"
"991","COG0191","fba","Fructose/tagatose bisphosphate aldolase","COG","sporulation_prot"
"1001","COG1191","fliA","DNA-directed RNA polymerase specialized sigma subunit","COG","sporulation_prot"
"1011","COG0849","ftsA","Cell division ATPase FtsA","COG","sporulation_prot"
"1021","COG2919","ftsB","Cell division protein FtsB","COG","sporulation_prot"
"1031","COG2884","ftsE","Cell division ATPase FtsE","COG","sporulation_prot"
"1041","COG0768","ftsI","Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)","COG","sporulation_prot"
"1051","COG1674","ftsK","DNA segregation ATPase FtsK/SpoIIIE or related protein","COG","sporulation_prot"
"1061","COG1589","ftsQ","Cell division septal protein FtsQ","COG","sporulation_prot"
"1071","COG0772","ftsW","Peptodoglycan polymerase FtsW/RodA/SpoVE","COG","sporulation_prot"
"1081","COG2177","ftsX","Cell division protein FtsX","COG","sporulation_prot"
"1091","COG0552","ftsY","Signal recognition particle GTPase FtsY","COG","sporulation_prot"
"1101","COG1210","galU","UTP-glucose-1-phosphate uridylyltransferase","COG","sporulation_prot"
"1111","COG1208","gCD1","NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s","COG","sporulation_prot"
"1121","COG3887","gdpP","Cyclic di-AMP phosphodiesterase GdpP, contains GGDEF-like and DHH domains","COG","sporulation_prot"
"1131","COG0277","glcD","FAD/FMN-containing lactate dehydrogenase/glycolate oxidase","COG","sporulation_prot"
"1141","COG4975","glcU","Glucose uptake protein GlcU","COG","sporulation_prot"
"1151","COG0297","glgA","Glycogen synthase","COG","sporulation_prot"
"1161","COG0296","glgB","1,4-alpha-glucan branching enzyme","COG","sporulation_prot"
"1171","COG0448","glgC","Glucose-1-phosphate adenylyltransferase (ADP-glucose pyrophosphorylase)","COG","sporulation_prot"
"1181","COG0058","glgP","Glucan phosphorylase","COG","sporulation_prot"
"1191","COG1126","glnQ","ABC-type polar amino acid transport system, ATPase component","COG","sporulation_prot"
"1201","COG0346","gloA","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family","COG","sporulation_prot"
"1211","COG0491","gloB","Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II","COG","sporulation_prot"
"1221","COG0705","glpG","Membrane-associated serine protease, rhomboid family","COG","sporulation_prot"
"1231","COG2066","glsA","Glutaminase","COG","sporulation_prot"
"1241","COG0372","gltA","Citrate synthase","COG","sporulation_prot"
"1251","COG2610","gntT","H+/gluconate symporter GntT or related permease, GntP/DsdX family","COG","sporulation_prot"
"1261","COG0696","gpmI","Phosphoglycerate mutase (BPG-independent), AlkP superfamily","COG","sporulation_prot"
"1271","COG3208","grsT","Surfactin synthase thioesterase subunit","COG","sporulation_prot"
"1281","COG3206","gumC","Exopolysaccharide export protein/domain GumC/Wzc1","COG","sporulation_prot"
"1291","COG4980","gvpP","Gas vesicle protein YhaH","COG","sporulation_prot"
"1301","COG2959","hemX","Proteobacterial HemX domain, involved in 2-ketogluconate production (unrelated to B. subtilis HemX, COG0755, no evidence of involvement in heme biosynthesis)","COG","sporulation_prot"
"1311","COG0553","hepA","Superfamily II DNA or RNA helicase, SNF2 family","COG","sporulation_prot"
"1321","COG1396","hipB","Transcriptional regulator, contains XRE-family HTH domain","COG","sporulation_prot"
"1331","COG0834","hisJ","ABC-type amino acid transport/signal transduction system, periplasmic component/domain","COG","sporulation_prot"
"1341","COG0765","hisM","ABC-type amino acid transport system, permease component","COG","sporulation_prot"
"1351","COG0470","holB","DNA polymerase III, delta prime subunit","COG","sporulation_prot"
"1361","COG0501","htpX","Zn-dependent protease with chaperone function","COG","sporulation_prot"
"1371","COG0680","hyaD","Ni,Fe-hydrogenase maturation factor","COG","sporulation_prot"
"1381","COG0071","ibpA","Small heat shock protein IbpA, HSP20 family","COG","sporulation_prot"
"1391","COG1414","iclR","DNA-binding transcriptional regulator, IclR family","COG","sporulation_prot"
"1401","COG0142","ispA","Geranylgeranyl pyrophosphate synthase","COG","sporulation_prot"
"1411","COG0821","ispG","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE","COG","sporulation_prot"
"1421","COG1847","jag","Predicted RNA-binding protein Jag (SpoIIIJ-associated), conains KH and R3H domains","COG","sporulation_prot"
"1431","COG0753","katE","Catalase","COG","sporulation_prot"
"1441","COG1226","kch","Voltage-gated potassium channel Kch","COG","sporulation_prot"
"1451","COG2205","kdpD","K+-sensing histidine kinase KdpD","COG","sporulation_prot"
"1461","COG0475","kefB","Kef-type K+ transport system, membrane component KefB","COG","sporulation_prot"
"1471","COG1052","ldhA","Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase","COG","sporulation_prot"
"1481","COG0119","leuA","Isopropylmalate/homocitrate/citramalate synthases","COG","sporulation_prot"
"1491","COG0682","lgt","Prolipoprotein diacylglyceryltransferase","COG","sporulation_prot"
"1501","COG3285","ligD","Eukaryotic-type DNA primase","COG","sporulation_prot"
"1511","COG2834","lolA","Outer membrane lipoprotein-sorting protein","COG","sporulation_prot"
"1521","COG1067","lonB","Predicted ATP-dependent protease","COG","sporulation_prot"
"1531","COG1522","lrp","DNA-binding transcriptional regulator, Lrp family","COG","sporulation_prot"
"1541","COG0019","lysA","Diaminopimelate decarboxylase","COG","sporulation_prot"
"1551","COG1388","lysM","LysM repeat","COG","sporulation_prot"
"1561","COG0583","lysR","DNA-binding transcriptional regulator, LysR family","COG","sporulation_prot"
"157","COG0189","lysX","Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily","COG","sporulation_prot"
"158","COG0662","manC","Mannose-6-phosphate isomerase, cupin superfamily","COG","sporulation_prot"
"159","COG1846","marR","DNA-binding transcriptional regulator, MarR family","COG","sporulation_prot"
"160","COG3880","mcsA","Protein-arginine kinase activator protein McsA","COG","sporulation_prot"
"161","COG3869","mcsB","Protein-arginine kinase McsB","COG","sporulation_prot"
"162","COG0318","menE/FadK","O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)","COG","sporulation_prot"
"163","COG0596","menH","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold","COG","sporulation_prot"
"164","COG2046","mET3","ATP sulfurylase (sulfate adenylyltransferase)","COG","sporulation_prot"
"165","COG0527","metL1","Aspartate kinase","COG","sporulation_prot"
"166","COG0474","mgtA","Magnesium-transporting ATPase (P-type)","COG","sporulation_prot"
"167","COG4799","mmdA","Acetyl-CoA carboxylase, carboxyltransferase component","COG","sporulation_prot"
"168","COG2111","mnhB","Multisubunit Na+/H+ antiporter, MnhB subunit","COG","sporulation_prot"
"169","COG1971","mntP","Putative Mn2+ efflux pump MntP","COG","sporulation_prot"
"170","COG0744","mrcB","Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase","COG","sporulation_prot"
"171","COG1077","mreB","Cell shape-determining ATPase MreB, actin-like superfamily","COG","sporulation_prot"
"172","COG0668","mscS","Small-conductance mechanosensitive channel","COG","sporulation_prot"
"173","COG0246","mtlD","Mannitol-1-phosphate/altronate dehydrogenases","COG","sporulation_prot"
"174","COG0812","murB","UDP-N-acetylenolpyruvoylglucosamine reductase","COG","sporulation_prot"
"175","COG0707","murG","UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase","COG","sporulation_prot"
"176","COG0494","mutT","8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family","COG","sporulation_prot"
"177","COG0673","mviM","Predicted dehydrogenase","COG","sporulation_prot"
"178","COG0171","nadE","NH3-dependent NAD+ synthetase","COG","sporulation_prot"
"179","COG1252","ndh","NADH dehydrogenase, FAD-containing subunit","COG","sporulation_prot"
"180","COG1515","nfi","Deoxyinosine 3'-endonuclease (endonuclease V)","COG","sporulation_prot"
"181","COG0739","nlpD","Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain","COG","sporulation_prot"
"182","COG3852","ntrB","Signal transduction histidine kinase NtrB, nitrogen specific","COG","sporulation_prot"
"183","COG1009","nuoL","Membrane H+-translocase/NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit","COG","sporulation_prot"
"184","COG0536","obg","GTPase involved in cell partioning and DNA repair","COG","sporulation_prot"
"185","COG0745","ompR","DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain","COG","sporulation_prot"
"186","COG2194","opgE","Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily","COG","sporulation_prot"
"187","COG4166","oppA","ABC-type oligopeptide transport system, periplasmic component","COG","sporulation_prot"
"188","COG2140","oxdD","Oxalate decarboxylase/archaeal phosphoglucose isomerase, cupin superfamily","COG","sporulation_prot"
"189","COG0183","paaJ","Acetyl-CoA acetyltransferase","COG","sporulation_prot"
"190","COG2808","paiB","Predicted FMN-binding regulatory protein PaiB","COG","sporulation_prot"
"191","COG1192","parA","ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ","COG","sporulation_prot"
"192","COG2815","pASTA","PASTA domain, binds beta-lactams","COG","sporulation_prot"
"193","COG1164","pepF","Oligoendopeptidase F","COG","sporulation_prot"
"194","COG0628","perM","Predicted PurR-regulated permease PerM","COG","sporulation_prot"
"195","COG1267","pgpA","Phosphatidylglycerophosphatase A","COG","sporulation_prot"
"196","COG3409","pGRP","Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases","COG","sporulation_prot"
"197","COG5434","pgu1","Polygalacturonase","COG","sporulation_prot"
"198","COG0454","phnO","N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)","COG","sporulation_prot"
"199","COG1785","phoA","Alkaline phosphatase","COG","sporulation_prot"
"200","COG2267","pldB","Lysophospholipase, alpha-beta hydrolase superfamily","COG","sporulation_prot"
"201","COG1335","pncA","Nicotinamidase-related amidase","COG","sporulation_prot"
"202","COG0531","potE","Serine transporter YbeC, amino acid:H+ symporter family","COG","sporulation_prot"
"203","COG2766","prkA","Predicted Ser/Thr protein kinase","COG","sporulation_prot"
"204","COG0345","proC","Pyrroline-5-carboxylate reductase","COG","sporulation_prot"
"205","COG0477","proP","MFS family permease, includes anhydromuropeptide permease AmpG","COG","sporulation_prot"
"206","COG2513","prpB","2-Methylisocitrate lyase and related enzymes, PEP mutase family","COG","sporulation_prot"
"207","COG2079","prpD","2-methylcitrate dehydratase PrpD","COG","sporulation_prot"
"208","COG0631","pTC1","Serine/threonine protein phosphatase PrpC","COG","sporulation_prot"
"209","COG2508","pucR","DNA-binding transcriptional regulator, PucR/PutR family","COG","sporulation_prot"
"210","COG1989","pulO","Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase","COG","sporulation_prot"
"211","COG1609","purR","DNA-binding transcriptional regulator, LacI/PurR family","COG","sporulation_prot"
"212","COG0506","putA","Proline dehydrogenase","COG","sporulation_prot"
"213","COG2049","pxpB","5-oxoprolinase subunit B/Allophanate hydrolase subunit 1","COG","sporulation_prot"
"214","COG1984","pxpC","5-oxoprolinase subunit C/Allophanate hydrolase subunit 2","COG","sporulation_prot"
"215","COG0723","qcrA/PetC","Rieske Fe-S protein","COG","sporulation_prot"
"216","COG1794","racX","Amino acid racemase YgeA","COG","sporulation_prot"
"217","COG0438","rfaB","Glycosyltransferase involved in cell wall bisynthesis","COG","sporulation_prot"
"218","COG1442","rfaJ","Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase","COG","sporulation_prot"
"219","COG1088","rfbB","dTDP-D-glucose 4,6-dehydratase","COG","sporulation_prot"
"220","COG1898","rfbC","dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme","COG","sporulation_prot"
"221","COG1091","rfbD","dTDP-4-dehydrorhamnose reductase","COG","sporulation_prot"
"222","COG2244","rfbX","Membrane protein involved in the export of O-antigen and teichoic acid","COG","sporulation_prot"
"223","COG0697","rhaT","Permease of the drug/metabolite transporter (DMT) superfamily","COG","sporulation_prot"
"224","COG3209","rhsA","Uncharacterized conserved protein RhaS, contains 28 RHS repeats","COG","sporulation_prot"
"225","COG1280","rhtB","Threonine/homoserine/homoserine lactone efflux protein","COG","sporulation_prot"
"226","COG0456","rimI","Ribosomal protein S18 acetylase RimI and related acetyltransferases","COG","sporulation_prot"
"227","COG0564","rluA","Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific","COG","sporulation_prot"
"228","COG1209","rmlA1","dTDP-glucose pyrophosphorylase","COG","sporulation_prot"
"229","COG0328","rnhA","Ribonuclease HI","COG","sporulation_prot"
"230","COG1426","rodZ","Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains","COG","sporulation_prot"
"231","COG1595","rpoE","DNA-directed RNA polymerase specialized sigma subunit, sigma24 family","COG","sporulation_prot"
"232","COG2208","rsbU","Phosphoserine phosphatase RsbU, regulator of sigma subunit","COG","sporulation_prot"
"233","COG2172","rsbW","Anti-sigma regulatory factor (Ser/Thr protein kinase)","COG","sporulation_prot"
"234","COG0750","rseP","Membrane-associated protease RseP, regulator of RpoE activity","COG","sporulation_prot"
"235","COG5662","rsiW","Transmembrane transcriptional regulator RsiW (anti-sigma-W factor)","COG","sporulation_prot"
"236","COG4948","rspA","L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily","COG","sporulation_prot"
"237","COG1752","rssA","Predicted acylesterase/phospholipase RssA, containd patatin domain","COG","sporulation_prot"
"238","COG4570","rusA","Holliday junction resolvase RusA (prophage-encoded endonuclease)","COG","sporulation_prot"
"239","COG3856","sbp","Small basic protein Sbp (function unknown), DUF1290 domain","COG","sporulation_prot"
