"","COGlet","ID","gene_name","gene_desc","gene_cat","COG.broad","Cog.cat","Nog.abbrev","Nog.new","source","DetailedCat"
"114215","V","COG0610","Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...","Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114216","V","COG0732","HsdS","Restriction endonuclease S subunit","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114217","V","COG4110","TerA","Tellurium resistance protein TerA/TerD","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114218","V","COG3649","Cas7","CRISPR-Cas system type I effector complex subunit Cas7,  RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114219","V","COG1857","Cas7","CRISPR-Cas system type I effector complex subunit Cas7,  RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114220","V","COG1518","Cas1","CRISPR-Cas system-associated integrase Cas1","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114221","V","COG5935","Cas6f","CRISPR-Cas system endoribonuclease Cas6f/Csy4, RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114222","V","COG4096","HsdR","Type I site-specific restriction endonuclease, part of a restriction-modification system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114223","V","COG4842","EsxA","Secreted virulence factor YukE/EsxA, WXG100 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114224","V","COG1753","VapB3","Predicted antitoxin, CopG family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114225","V","COG1343","Cas2","CRISPR/Cas system-associated endoribonuclease Cas2","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114226","V","COG5930","Cas10d","CRISPR-Cas system type I-D effector complex large subunit Cas10d/Csc3, contains HD superfamily nuclease domain","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114227","V","COG5939","Cas8b2","CRISPR-Cas system type I-B effector complex large subunit Cas8b2","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114228","V","COG3657","Putative component of the toxin-antitoxin plasmid stabilization module","Putative component of the toxin-antitoxin plasmid stabilization module","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114229","V","COG5943","Cas8f","CRISPR-Cas system type I-F effector complex large subunit Cas8f","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114230","V","COG2442","Predicted antitoxin component of a toxin-antitoxin system, DUF433 family","Predicted antitoxin component of a toxin-antitoxin system, DUF433 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114231","V","COG5932","Cas3f","CRISPR-Cas type I-F system-associated endonuclease/helicase Cas3f, fused to Cas2 domain","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114232","V","COG2250","HEPN","HEPN domain protein, predicted toxin of MNT-HEPN system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114233","V","COG1604","Cmr6","CRISPR/Cas system CMR subunit Cmr6, Cas7 group, RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114234","V","COG2602","YbxI","Beta-lactamase class D","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114235","V","COG1583","Cas6","CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114236","V","COG2810","Predicted type IV restriction endonuclease","Predicted type IV restriction endonuclease","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114237","V","COG4171","SapC","ABC-type antimicrobial peptide export system, permease component SapC","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114238","V","COG3570","StrB","Streptomycin 6-kinase","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114239","V","COG5942","Cas8e","CRISPR-Cas system type I-E effector complex large subunit Cas8e","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114240","V","COG1895","HEPN","HEPN domain protein, predicted toxin of MNT-HEPN system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114241","V","COG4767","VanZ","Glycopeptide antibiotics resistance protein","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114242","V","COG3155","ElbB","Glyoxalase ElbB, DJ-1 superfamily","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114243","V","COG4170","SapD","ABC-type antimicrobial peptide export system, ATPase component SapD","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114244","V","COG1680","AmpC","CubicO group peptidase, beta-lactamase class C family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114245","V","COG1700","AQ645","Predicted anti-virus defense system component AQ645, contains DUF2357 and  PD-(D/E)xK nuclease domains","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114246","V","COG5936","Cas7f","CRISPR-Cas system type I-F effector complex subunit Cas7f/Csy3,  RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114247","V","COG1353","Cas10","CRISPR/Cas system-associated protein Cas10, large subunit of type III CRISPR-Cas systems, contains HD superfamily nuclease domain","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114248","V","COG5931","Cas12a","CRISPR-Cas system type-V protein Cas12a","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114249","V","COG5949","Cse2gr11","CRISPR-Cas system type I-E effector complex small subunit Cse2","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114250","V","COG1567","Csm4","CRISPR-Cas system type III CSM-effector complex subunit Csm4, RAMP superfamily Cas5 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114251","V","COG4168","SapB","ABC-type antimicrobial peptide export system, permease component SapB","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114252","V","COG0841","AcrB","Multidrug efflux pump subunit AcrB","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114253","V","COG2161","StbD","Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114254","V","COG2253","Predicted nucleotidyltransferase component of viral defense system","Predicted nucleotidyltransferase component of viral defense system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114255","V","COG4115","Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family","Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114256","V","COG3513","Cas9","CRISPR-Cas system type-II protein Cas9","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114257","V","COG4268","McrC","5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114258","V","COG5441","Tm-1N","ATP-binding helicase-inhibiting domain, Tm-1/UPF0261 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114259","V","COG5950","Csx10gr5","CRISPR-Cas system type II-D effector complex subunit Csx10, RAMP superfamily Cas5 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114260","V","COG5499","HigA","Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114261","V","COG1764","OsmC","Organic hydroperoxide reductase OsmC/OhrA","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114262","V","COG5945","Csb1gr7","CRISPR-Cas system type I-G effector complex subunit Csb1, RAMP superfamily Cas7 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114263","V","COG3587","PM0699","Restriction endonuclease, type III RM system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114264","V","COG2849","YwqK","Antitoxin component YwqK of the YwqJK toxin-antitoxin module","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114265","V","COG1659","CFP29","Bacteriocin, linocin/CFP29 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114266","V","COG5340","AbiEi","Abortive phage infection protein AbiEi, antitoxin conponent of an AbiEi-AbiEii TA system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114267","V","COG5946","Csb5gr5","CRISPR-Cas system type I-G effector complex subunit Csb5, RAMP superfamily Cas5 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114268","V","COG1479","GmrSD","DNAse/DNA nickase specific for phosphorothioated or glycosylated phage DNA, GmrSD/DndB/SspE family, contains DUF262 and HNH nuclease domains","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114269","V","COG5947","Csc1gr5","CRISPR-Cas system type I-D effector complex subunit Csc1, RAMP superfamily Cas5 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114270","V","COG5948","Csc2gr7","CRISPR-Cas system type I-D effector complex subunit Csc2, RAMP superfamily Cas7 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114271","V","COG4257","Vgb","Streptogramin lyase","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114272","V","COG2274","SunT","ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114273","V","COG1769","Cmr3","CRISPR-Cas system type III CMR-effector complex subunit Cmr3, RAMP superfamily Cas5 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114274","V","COG0627","FrmB","S-formylglutathione hydrolase FrmB","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114275","V","COG4374","PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)","PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114276","W","COG3121","FimC","P pilus assembly protein, chaperone PapD","unknown function","CELLULAR PROCESSES AND SIGNALING","Extracellular structures","Extracell. struct. (W)","Membrane (MW)","COG","Extracell. struct. (W)"
"114277","W","COG5430","SCPU","Fimbrial subunit ScuA/B, ScuA/B/SCPU domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Extracellular structures","Extracell. struct. (W)","Membrane (MW)","COG","Extracell. struct. (W)"
"114278","W","COG2064","TadC","Flp pilus assembly protein TadC","unknown function","CELLULAR PROCESSES AND SIGNALING","Extracellular structures","Extracell. struct. (W)","Membrane (MW)","COG","Extracell. struct. (W)"
